id,previous_weight_lbs,current_weight_lbs,height_in,gender,score,photos,first_image_aspect_ratio
3fgvi9,236,167,75,false,64,FhJtFTp,1.0
3fgk67,383,342,69,false,269,GSZMVeF,1.46
3ffqfp,261,230,67,true,101,"9TgAsAj,e4a83C1,eSPiKm4,X2WT3l1",0.56
3ffloc,155,118,63,true,273,Eyuyvyn,1.1
3ffkp8,231,175,66,true,146,M9yGPDp,1.0
3ffi7b,245,195,68,true,177,jazBKqN,1.0
3ffgp1,110,107,62,true,229,Atm6Haq,1.0
3feqcz,184,118,66,true,4499,EWSADi8,1.0
3fduss,203,131,62,true,337,"RYtP8cW,7tPSdY2",1.0
3fd65w,346,280,73,false,42,4TAeKel,1.0
3fcygg,220,160,66,true,220,"GQom6h4,07s6DiB,9BO4gio",0.89
3fcofe,225,225,75,false,61,m819xL9,1.0
3fceme,195,150,63,true,69,"2u4bxH6,FNnzOHk",1.0
3fbrlm,273,203,73,false,80,"PS78cBR,its3mST,BgkZVci,F3cmUKs",0.78
3fbn5r,195,155,67,true,154,"CQZElVX,xij6R8v",0.75
3fbgic,215,155,66,true,258,"6l8XFXY,VX3hgP3,IBEc8Dn,CluWMFk,XHpYD7z,7fDuK1Y,7NBcz7h,3pzstMS,VbNL2NL,72nwTQJ,M430g1K,ONKEH8l,JGbuZ6C,BnIg2Ub",1.33
3fbg9f,299,218,67,true,123,1ygBe7M,1.0
3fbeo1,100,143,68,false,593,Ffs8inq,1.0
3fb5qe,152,138,66,true,147,X0OyyGx,1.0
3fautt,239,191,66,true,208,"nEIjkO9,Mg2tC0l",1.33
3faom7,305,170,66,false,94,abVXoIM,0.56
3fab1t,180,125,68,true,277,"7eVheiX,I7DUYTH,hWNg5cz",0.95
3fa2l3,352,196,68,true,4418,iEMARvg,0.58
3f9v7o,390,330,78,false,44,"fAth8M7,vvhS4eb,Scx2ZPt,QOlkFAj",0.75
3f97cl,227,161,70,false,272,"TUm51R1,LPIDlIK,db7WMY1",0.53
3f93at,108,122,65,true,269,emXNv00,0.75
3f8u8f,340,240,74,false,63,tvCkSL0,1.0
3f829e,306,215,70,true,140,yqpKtRg,2.15
3f822j,190,163,69,false,65,"wHwiq35,CMf6LaA",1.33
3f7o1w,207,200,71,true,123,wsGZltm,1.0
3f70wt,140,150,67,true,381,PLkHj56,1.0
3f6zem,217,180,63,true,336,QI9CkK7,1.0
3f6b12,245,215,74,false,106,"qgUESnH,a5uEnfd,ISgCJ0L",0.56
3f67da,230,187,70,false,66,"OK94yhA,wBLD2h0,0UMLXQP,wp1VlLC,KHQP3Mg,zTlgbdv",0.56
3f5ylp,180,150,62,true,217,pFZKPMt,0.43
3f5qyl,285,170,68,false,169,"Zp2hEnW,8qvcHLV",0.45
3f5lfa,270,226,70,false,60,"sYpIAy0,2hcaIow",2.15
3f4zmo,198,178,71,false,27,LxSSbYz,1.28
3f4s49,256,167,68,false,174,aKA8XUs,1.29
3f4au1,166,143,60,true,91,aXuynNX,1.87
3f4864,160,147,67,false,90,70aeMEs,1.0
3f439j,165,135,66,false,171,CSAI4cc,1.0
3f3oyr,150,115,62,true,198,NooMtIT,1.0
3f1ota,205,193,71,false,21,niserWR,0.56
3f15mq,168,153,68,true,744,"iWyMR0i,a0RBkoy",1.0
3ezs9t,221,186,66,true,285,ujo36Jh,0.67
3ezoof,290,250,76,false,44,bbkTuK5,1.0
3ezmal,116,110,62,true,122,UUOhVQB,0.99
3ezip6,145,114,60,true,177,"1K919fV,bVaMLmf",1.0
3eyv7c,285,230,72,false,26,"2qUGn11,3fHLWLs,FFO0mnv",0.75
3eyqpr,300,270,77,false,46,"OmpVw9R,PaE9dx7",0.67
3eyom8,150,135,62,true,89,VdkA1GA,1.0
3g61zg,280,195,67,true,304,o4JgmpI,2.02
3g5ya9,279,220,73,false,91,PY3u05X,1.0
3g4ulq,248,195,73,false,109,LMaBSWj,1.0
3g4t8d,365,303,69,false,106,"FvYTnGJ,txxSy1g,kpgK8eY,E9ku5h6",0.75
3g4462,330,178,73,false,141,syUK1cq,1.0
3g3xyf,270,195,73,false,53,"kAJ0p2K,HpJh8K7",0.67
3g2j6b,256,175,70,false,60,d3A44lx,1.0
3g2gca,270,170,64,true,373,L9RgpiY,1.21
3g2e4g,355,239,75,false,159,sHyLe07,1.8
3g1uhy,224,157,62,true,146,"pFQwGJb,wu4wScJ",0.91
3g1a0i,150,138,67,true,513,keb9evC,1.0
3g15q2,159,170,67,false,30,HNI58gN,0.74
3g081q,300,160,64,true,5962,"Uodo5KQ,m1B2mju,8qfLPJb,APbn7Iw,EF3LBKW,hxnyOgU,RbWJNUi,nL7ZTqF,KI3U6wz,MKLlXbb,Kjd6sxd,RLGJFiE,NXQHzUm,eJAl7El,WsttC33,PsQL1Uk,HPb8CuH,08KElem,IbK2uMw,KohKOvE,VdK7C7v,TWZR3Uo,uElIs6K,4TLZHnf",1.73
3fzn48,203,170,72,false,49,"otIDb85,CBIMaJJ",1.0
3fz4up,215,193,66,false,178,7W0Jl3A,1.33
3fyqh0,217,182,71,false,38,n8jY7KM,1.87
3fyo93,210,178,70,false,69,LsTjbTM,1.17
3fy0ws,264,162,70,false,103,FnViURD,1.0
3fxu79,230,194,66,true,106,"Dd7UO54,MEnR0n3",1.0
3fw70f,273,244,76,false,132,HlEEZmd,1.0
3fw0k9,150,138,67,true,477,tNE67nj,1.0
3fvwtc,183,149,67,true,213,qULx7c9,1.0
3fvwai,219,196,74,false,55,3okRBM6,1.31
3fvw01,250,195,66,true,205,"qelatDi,9k0FqXg",1.0
3fvr37,162,124,64,true,510,YcjjBNF,1.0
3fv12q,300,140,66,true,2987,1BPnxOE,1.0
3ftizt,220,160,65,true,1636,nCbYWrn,1.0
3ftc8p,168,155,67,false,42,"5efZbcH,wmgALEL,Pk7ZFcU,yGrwoFv",0.56
3fsz63,245,165,71,false,204,eCQRyDo,1.0
3fssgo,231,199,68,false,54,"Ry7SLbV,5fHdrJF",0.33
3fsm7t,269,216,70,true,251,"PJMdDba,dq0TRmz,vaAudKA,vzywWSW",0.75
3fsk3h,126,159,72,false,95,TRS0fkV,1.98
3fscny,224,157,62,true,387,"b0WVBlD,g8YwPY8,UeMSmM0,Qs7CANm,qRDas9Z,5wwEKyV,mWXiRLf",0.86
3frkc8,279,220,73,false,82,1sFgHmb,1.0
3frdr0,247,168,70,false,43,"w1s8nJX,ccmwhAZ,OfoaYaw,Lm7wmJ5",0.56
3fr8zz,215,155,64,false,150,92AHhgC,1.11
3fqvxi,150,125,67,true,576,DcGW2vl,1.33
3fpxik,115,172,72,false,54,sOP2vNx,1.0
3fpjs1,198,153,69,false,24,"cwIUCMp,hKTgS15,5pxW0Dp,8HXV7jq,3FWHRa6",0.72
3fpdoz,290,274,70,false,60,x9pXUik,1.0
3fpc7r,273,235,80,false,32,uGKJ38L,1.0
3fp5pl,315,230,77,false,151,zu9WrCd,1.0
3fp03r,253,232,60,true,149,YsVrxcf,1.0
3fox54,271,232,69,true,105,"GSIgN1a,upzvazs,W1SVh6e,68AHOkR",0.75
3fofp8,165,132,64,true,419,fyCWMlr,1.0
3foc5r,156,126,61,true,115,L5LE3N6,0.96
3fnonj,192,158,67,true,41,"8Fxx4vV,uPmLKWJ,bhWsEzA,JsbAPGp,eXslz0S",1.33
3fmxbn,243,192,69,false,75,"lhyn8AV,nAsylnQ,ZBW98lt,WIXxH4n,U2NR1N8,OiWma1k,8FSZg8I,qDuqwQa",1.52
3fmtn4,253,202,64,false,25,KXUnjNR,1.0
3fmstq,210,185,66,true,729,GNrwJr4,0.62
3fm8a5,262,246,73,false,50,"AiMnBHU,8DKdWix,WerWHq2,aamppGB,wYab5QK,TfhdygR",0.56
3fm7n9,330,264,75,false,34,"YomkB8f,6kKDNUa,RxRCgdw",0.56
3fm0ro,213,161,72,true,1205,ufKrwSA,1.33
3flaxn,185,135,67,true,309,Aby5cev,0.43
3flasb,185,135,65,true,585,fhsZNXd,1.0
3fktaa,195,160,65,false,123,BBaAYuq,1.15
3fkr5x,235,195,67,false,75,9laOjkQ,0.87
3fke8l,275,227,67,true,119,P7jKSuI,1.33
3fk60g,285,200,73,false,163,"CHD3JS6,W6Gv4XN,mgST6X5,xrKRBT5",0.75
3fk5zf,168,135,68,true,602,UWh98k2,1.0
3fk1u6,190,185,69,false,42,"2gL5PXE,tYZyhpl",0.57
3grd4l,178,160,68,false,35,"1X8TsFm,isR48dZ,a2s3pVV,s8ueEsO",1.0
3gqxg2,207,196,73,false,78,B9BVwxC,0.75
3gqu0p,175,130,62,true,1012,shyWA0A,0.63
3gqq9i,307,284,73,false,117,OQXlEwr,1.0
3gqohf,240,240,73,false,168,"ktl2hIz,iNwYrEZ,erp0ruw",1.0
3gpwtn,310,175,68,false,160,2DcYNy9,1.73
3gp8lb,272,201,68,true,456,"5jbTsL1,s9gncXm,9gtyyYg,eTpiTTK,wv3buvP,6qwIY6e,UDrmFXd",0.75
3gp3zd,221,154,63,true,104,f3tOphc,1.0
3goo1n,193,151,67,true,313,LzpPLho,1.0
3gonun,221,180,74,false,38,"kTNgABA,6qLtGX9,VNwaBKw,kkYnwWI,eGXDST3,nVHyPOZ,louHjuA,6DKKnbZ,dRL21L8,pkg8EJn,vzhisYh,jb13I13,qXTcOTm,27DSGZB,Pzc2wVC,wpQBIGG,BZJ4ufk,BBaxQLJ",1.0
3gon0u,150,138,67,true,126,1vqeaAr,1.0
3goilh,182,156,65,true,153,FVCWwpJ,1.0
3goc7z,240,215,71,false,46,"79CIKBY,efhimvG,k6K37iu,WpwKtub,YjpMwUo,e9XGLxZ,IWRkBSf,9vRzxtD",0.75
3gn7a3,155,160,66,false,183,2dBYTf1,1.0
3gmvgw,255,217,69,true,413,YAz6NSW,1.0
3gmkw0,170,135,67,false,38,"UiiLWVF,hXvH4eo",0.39
3gmgu7,230,200,76,false,53,"p6yQM5l,Dy3HfXK",0.75
3glmli,260,208,71,false,124,DuXkRrl,1.0
3gllwq,260,143,66,false,906,"mb97mXf,7FSvnaZ,gWdwHgJ,Zboqmv2,ssdXUKQ,JFJbJtV,9ADgQdc",1.96
3gl4my,124,155,70,false,104,evd1x2n,1.34
3gkosf,320,254,78,false,45,"B3gTaYU,vxYDCVn",0.75
3gkehv,288,226,69,true,98,2A9NljY,1.63
3gkakp,285,195,72,false,76,"LQCDwZd,hEUxnHx,yjnE1v7,Z6NImsz,hCTF6nq,QH9XGyj",0.56
3gjhf5,158,113,63,true,814,q9WIVvO,0.73
3gjf9c,299,212,67,true,270,D32IWOe,1.0
3gjen0,185,191,73,false,144,w7w9wjQ,1.0
3gjd9f,280,228,76,false,75,B7XLxIE,1.0
3gidbm,158,138,65,true,323,foDFXFj,1.0
3ghp0l,155,123,64,true,246,FzOkLKv,1.01
3ggkk1,243,188,69,false,56,SHiCjzl,2.19
3ggdx2,280,190,70,false,381,X1EyIuB,1.0
3gfsqy,180,160,66,false,27,EI3iT70,1.0
3geofr,250,147,65,true,189,"ph5xTF6,j0dT8rD",1.33
3gdghx,150,138,67,true,238,34hIxUq,1.45
3gddxz,160,139,63,true,435,bzzHUmZ,1.0
3gcuqs,195,180,69,false,70,"9OPomKq,nPF01Rs,HjT3sR5,mLbbVzU,cKxfEAQ,zhy1W85,9IAm5AF,G6mFAnI",0.75
3gciyy,209,196,73,false,108,HpnkbmV,0.71
3gbs1t,253,210,66,true,263,yejL3d0,1.0
3gb8ww,250,179,68,true,330,hFGciGI,1.0
3gb6xd,140,113,64,true,295,WEyVqnF,0.99
3gah6p,260,192,66,true,1057,"hmJ3U48,iCAXjRT",1.5
3gacrc,152,127,63,true,98,"fYCsIKB,li4aRDC,HSWvbeO,lYAuDPU,emYgYSg,A7Z3Wd2",0.74
3ga3gq,198,177,63,true,333,"oAWadiA,OxfkLBL",1.33
3g9vs2,200,180,73,false,639,c9xGD8N,1.0
3g9i14,300,196,68,false,178,"wPrM9Go,a7otX2z",0.52
3g74bs,180,145,60,true,514,in0O5ul,1.0
3g6v5h,172,145,67,true,126,rxPKeXd,1.0
3g6ra6,150,165,70,false,36,"QasgrM2,NNTI1QW,bXiA4p3,WXLDblg",0.75
3hd9et,205,160,71,false,33,YZef6Sd,1.0
3hd6r5,124,171,70,false,49,"0R7mz0w,goNZW7b",1.22
3hd6db,155,160,66,false,148,DFoRULf,1.0
3hd42i,245,175,72,false,63,"F11vJK3,Wmnwuan,WjZLgFf,HGQ2NSL,sUr3Rsc,BvcrJPc,HUrvVAK",0.6
3hd35m,145,136,64,true,79,"5VvZDlN,cZMPGin,opr9B5d,KPpidSA",0.29
3hct9c,240,138,64,false,183,"MEm1ZFO,3XOb8CO,l4wyw3j",1.0
3hchw2,342,217,68,false,380,sLQReoC,1.49
3hcdwn,199,162,65,true,119,BDKeJuT,1.0
3hc9k9,365,302,69,false,57,"FvYTnGJ,txxSy1g,kpgK8eY,E9ku5h6",0.75
3hc7aq,243,180,74,false,23,oQEJvkK,1.6
3hc71h,338,208,76,false,248,"b3Eid3e,igxGfST,s76F11Y,k3LgOnf",0.71
3hbjud,288,213,74,false,103,rUA1meY,1.0
3hbgd9,237,195,66,false,90,TxSiFkr,1.0
3hbbe2,343,171,74,false,1254,"KvVMmbu,RDd21hE,EZXJSmp,mMsTa6x,8N06Qpj,fnTHCAg",1.21
3haeqx,221,196,63,true,56,"V78tJIA,loYx2Xb,jT8Seit,XxMWYrV,FLnEkyc,lJASTDK,AwXmo0w,LZf6xVC",1.33
3h9tsu,155,180,75,false,80,"fFfnWKi,Vo0IEqr,x0xzRUN",0.75
3h93s5,270,190,72,false,144,b8noEkr,0.83
3h91j2,183,167,65,true,93,G4Nv9YP,1.0
3h8gw8,215,168,69,false,79,qI0JTOz,1.0
3h7x9k,240,190,71,false,102,UqzTCik,1.0
3h7tc1,170,154,69,false,57,"NnifWfm,ACtM5cp,snrp2ny,8tBz1Df,Rjm1kDP,ELqDzvj,9dVigvU",0.75
3h7kau,310,220,75,false,88,WamXjeo,1.6
3h790p,190,151,63,true,854,WQBhzoj,1.0
3h6eti,190,165,69,false,39,"I2eegqG,7VIhi60,WeotaOx,VlYsCz4,Yh6Iga7",0.56
3h5yqs,145,129,63,true,220,5lk4BXn,0.75
3h5tnj,209,194,65,true,188,"OjSwHqS,6XUHNmO",0.66
3h5s0e,232,198,68,false,196,kc60oVb,1.35
3h4ixi,236,186,62,true,201,"r5OYy9m,d836Mkk",1.0
3h47ne,290,220,71,false,92,tObGqYm,1.74
3h3qp1,167,149,64,true,137,"WV8uCWl,74gl2In,8cN6BgR,rvACEVb,AOdt4qE,7SN2kKA",0.37
3h36z7,165,140,68,false,89,AcHYLoc,1.0
3h0pgm,275,160,68,false,261,"W6wTbn3,FoXuEEI",1.67
3h08ct,265,227,77,false,64,Dm21c1V,2.67
3gzpcu,215,210,72,false,66,dHyoNGX,1.5
3gzaif,195,174,70,false,85,"Y9JkHMS,v3ch1B6,ZKMQpVa",1.0
3gz76o,274,162,70,false,58,tj8Dun6,1.35
3gyjjw,206,136,60,true,2017,9C7pXQ0,1.0
3gxfnh,285,267,75,false,36,"5MMXk5H,pTM6xYJ",1.0
3gwrib,200,173,74,false,43,C1N27TV,1.0
3gwo8m,200,180,70,false,27,paeb6Ii,1.3
3gwhuh,155,132,66,true,2402,FfcttM0,1.0
3gweny,190,160,72,false,70,"3Wrb8WJ,mWxTkQO,dco6esN",0.56
3gw8i9,263,133,64,true,1277,"0cf7qot,qbyOfhC,nZLpdt6,tlcAm42,nxRq8Ec,RYszgfD,vmIOE8k,V5TMkru,sEfUErE,RUpzxIp,1729RMw,UOcZXoo,4E7sFRD,gk6FrIb,YObiCKX,3TYEbRS,Bi2wqHh,EBENifI,7Y7Rhmi,0gCGiFo",0.66
3gv9aj,380,270,73,false,0,"26Mw0lI,2za52ib",1.33
3gus2s,195,180,71,false,122,4IVVfTJ,1.38
3gul6o,215,173,64,true,171,50jFObW,1.0
3gtpvb,232,166,66,true,4049,MPuJtOc,1.0
3gtibs,380,300,70,false,66,"PIud3xI,eREp6Xa,lV553IQ",0.57
3gsdla,225,181,68,false,117,l5uHM7X,2.19
3gsckv,115,195,71,false,85,aK4Kjuv,1.0
3gs9kw,280,255,71,false,36,jKhLeJr,1.0
3gs68i,264,199,70,false,35,"hxBZKdf,7j2jjwc",0.75
3i08jw,173,136,66,true,211,"fW4Kfdn,diqEl4B,7LkAGXW",1.5
3hz8n0,240,158,64,true,116,"Gg7ByDu,QCH3Gzf",1.0
3hywuk,504,243,76,false,5054,"2bQwtc8,hjXvVNk,GIaV3z6,3qK4Waz",0.56
3hxmiz,196,180,65,false,47,FcOmZgL,1.0
3hwrf0,176,141,66,false,72,"xpqiHVK,vTv9cCl,X1hR10s,S9bylPE,bwLd49h",1.01
3hwp7l,260,205,68,false,49,ydgaTuN,1.5
3hw855,193,186,71,false,54,gq9rCTP,1.78
3hw05l,140,110,62,true,92,"AkKX70I,ApCoRb4",1.0
3hvg47,150,120,58,true,74,"tSW7Lws,iZqKKAa",0.99
3hv1fr,218,180,75,false,31,"HmTm3M8,b8hS4no,eAKhkLi,5M6Rf3I",2.14
3huk7k,430,235,71,false,1574,02XDIBv,0.56
3htef9,185,180,67,false,24,"Yck8HtZ,Nnl8Pnv,MkOOtQu,3c1h2Dm,o14uhUj,gT5cCmz,ILjy0PB",0.75
3htdyb,228,185,73,false,35,"Smm5ziy,AAnF8bi,pHi17Kq,GlCe7IW,9Xiyryh,aR3Yu8w,PYz99H4,6Xf17Jx,vIdzpts,c7iAlji,WqLAMPe,Xe3YpLW,XjUYmaq,fQk776D,UkKpVMM,j3KS9b0,VVJ9pvk,8C6jNsy,VaIU4rl,nRBiwL0,nlYNEOR,u0vuG43,QgyvBLk,MhlBGxk,pBNIMus,aWBVaE6,n2aCnHD,XhzpUGs,wpeFnvO,f22KDnJ,Kf6S1mA,hPfNY87,m9asYOC,tCyVhij,SRA8Dk7",1.54
3hswei,212,162,73,false,471,ZhE8ygV,1.18
3hsigm,209,189,71,false,153,1c8gdOx,1.33
3hsf23,176,129,60,true,72,Db2gOtp,1.0
3hrnun,185,160,73,false,73,"pqqrM1z,grfIioX",0.54
3hr87c,194,164,68,false,94,yonVYDa,1.0
3hpym9,215,195,68,false,38,wPLKyDo,1.0
3hp8oy,159,141,65,true,132,"N7Aoawy,U4T1KyB,W6gqpJI,vEwLdPj,31e5C3r,RqDRRr8,obsLnE5",0.95
3hp50c,155,160,62,true,69,DVXeWZY,1.33
3hnv6d,289,164,67,true,3964,l6HsDzl,1.0
3hnd9j,155,128,63,true,101,"ucVgSNp,aeKDX9l",1.33
3hlwzu,292,203,71,false,80,"YhBQ5Y1,vjYfbaF",0.47
3hlwqj,132,102,62,true,209,VT3gzcJ,1.21
3hlskw,205,182,66,true,84,sBxKDGW,1.0
3hlgf3,274,224,72,false,274,"iEgh94t,3JVtA9Y,sh8Pf49",0.67
3hko22,290,265,70,false,79,vL1tRI0,1.0
3hhw0x,252,180,67,true,805,7Wugfp8,1.0
3hh3d3,234,214,72,false,60,8LnIqkS,0.75
3hh26x,196,173,67,true,319,DFf5UXg,1.0
3hgwc6,183,172,70,false,72,FECLQvd,1.0
3hgs19,200,170,70,true,495,OqXs3OP,1.0
3hfmfo,249,193,70,false,142,"aqwMRng,JJ4OmZ8,TMMkCny,g59WI7M,Ty7CUqH",1.33
3hf2d9,283,210,71,false,46,2jZd5uM,0.61
3helmr,130,150,70,false,53,"NytlDv9,TTKbjGq,nEXSDMs,KZKqxu5",0.65
3hed0w,222,180,71,false,153,"pcsYHIh,KoeyfOM",0.57
3hecev,120,150,72,false,359,ucgjmT6,1.0
3hec21,217,184,66,true,829,jPrRBpU,1.5
3inib4,220,180,71,false,43,"1x2H0ci,W3ZSHLp,tW6x8kc",0.75
3inc0b,141,172,72,false,204,1omDdDY,1.0
3imvfh,245,195,71,false,61,M2GniV3,1.0
3im6ij,300,195,73,false,288,BATfOrl,1.0
3ilyn9,306,215,70,true,1492,"TS7cJSw,x91ljEI,FAeZl8v,BIiCVS3,iZG29Lm",0.75
3ilt0u,200,160,69,false,165,"hMiX7YR,Yw7gecI,sZ44A18",1.0
3ik5t6,278,191,64,true,231,rec4d0n,3.0
3ijhn6,279,208,74,false,204,cyNHJ6l,0.67
3iinw7,235,195,71,false,51,"xhrgmTB,sw8MoBs,m91eY61",0.56
3ii77s,253,195,66,false,75,ykQInrh,1.0
3ii51m,420,290,76,false,135,aZCU15P,1.8
3ihpky,230,205,63,true,135,3BOlhLt,1.0
3ihfor,275,185,75,false,2059,kevfn9w,0.75
3ihe0r,195,145,67,false,94,wgU3dc8,1.35
3ihd08,133,147,72,false,57,7UfYeRe,1.0
3ihbtv,274,230,66,true,152,GiRTHvH,1.0
3ifhcz,225,155,67,false,58,"IpkWHCT,2SAQQcx,DDLMRD8,6dzOuZR,Z48PfZ4,fTjIdCN",0.56
3iefiw,153,139,68,true,312,WfwNsC0,1.6
3ieb1t,315,147,68,true,5166,63dPOWk,1.16
3ie9m2,225,180,73,false,87,H17QlI8,1.0
3ie6st,264,231,76,false,58,"mshxSkq,AcBUQKA",2.57
3idsur,150,123,65,true,213,x6PDfOP,0.67
3idfsz,125,176,70,false,97,"CefNGdl,tUFGJer,ojdjNf8",0.53
3id675,220,203,74,false,70,ZHFUiYD,2.21
3id508,145,125,60,true,118,20VDiXn,1.0
3icuv7,170,115,61,true,167,7Tloh2f,1.0
3icsjc,255,215,76,false,113,QABSn4u,1.0
3icckm,312,192,69,false,3503,NhhLVtX,1.0
3ic23b,300,223,71,false,97,"xJqitSY,SnRDVGQ,o7MIbhG,6t1cMoQ,Qm84APU,t9xNr15",0.75
3ib8qq,241,181,72,false,82,"MBNr5DF,RXevnXY,cRtmumK,redde8Y",0.62
3i8u47,140,160,67,false,36,"gSa0gER,BdsBftN,huNnUgG,XLejCfz,NgEr6R1,TII2xD0",0.56
3i8pst,205,130,65,true,3468,HZST6QP,1.41
3i8ek1,267,238,64,true,161,OsrMl5q,0.65
3i88h4,265,189,67,false,71,xCQsJjH,1.45
3i888e,175,158,64,true,70,mruSON8,1.3
3i7lq3,283,255,73,false,48,"tssX7Lh,Bbilj16,t0dLb0R,NDYVHfy",0.8
3i78dt,265,170,66,false,298,cibgEdq,1.48
3i75hh,185,155,68,false,86,XF1eyNy,1.0
3i7209,182,147,70,false,880,bd5BNsS,2.57
3i6jn7,290,261,70,false,57,UzzSJJP,1.0
3i63px,130,118,63,true,116,kVpgns7,1.47
3i5zbh,165,135,65,true,292,eFr0V9Z,1.0
3i5wax,123,143,69,false,70,9fapJC3,0.71
3i5uig,130,130,62,true,229,Bt60TlK,1.0
3i41ch,300,212,65,true,156,dH017z2,1.33
3i3t74,300,182,70,false,100,QthgjeC,1.25
3i3rc9,268,198,76,false,68,GH15aK7,1.39
3i3nti,186,169,67,false,40,yjEC5mv,1.0
3i3kux,230,165,72,false,246,haptroU,1.69
3i36z8,123,118,62,true,34,SJmzvnN,1.62
3i33tt,215,190,73,false,328,2c00yWt,1.0
3i2civ,285,226,69,false,150,fUlv6K9,0.66
3i1rqx,146,136,72,true,348,"u8h7y01,j5CtdUK",0.75
3i1lm5,215,185,65,true,204,190eeBv,1.0
3i0t0d,230,130,65,true,879,VGnruj5,1.0
3j85wj,265,165,66,true,2384,"svR5PWD,VUlBXnv,IEUKBTP,8zSSvzz,unTcghk,Wqy91bP",1.04
3j7s5j,240,250,71,false,42,"XiXjwIM,5NfScvR,N7nWATQ,mDhAJXd,sem0CcE,AzXi7aF",0.75
3j6ddt,160,150,68,false,59,Vjr2ntf,1.52
3j43nj,176,171,70,true,64,"1qfmMtM,hAvbl9p,G0WkqxL,daKI45t",1.0
3j3y1f,194,170,70,false,14,"OUSC2Tq,Co8ctCY",0.75
3j3hd2,231,180,79,false,294,Ds3juym,2.16
3j34l2,134,108,63,true,144,"pCXvyiu,uJumdbx",1.0
3j2o3z,264,191,74,false,111,y3pZhKy,1.13
3j1zal,170,114,61,true,271,hAEc6XN,1.0
3j0zwc,284,206,68,false,162,UkD9LZu,1.0
3j0xnr,220,180,72,false,419,ijg5Sl2,1.56
3j0456,284,184,73,false,88,"eRUQuHI,sAzAGwd,xKBKZdB,vfSma0a",1.5
3izy78,233,173,65,true,545,4XSAjVi,0.87
3izudo,180,160,64,false,50,"DTkH1KS,y2U0ZgF",0.57
3izity,143,147,67,true,1361,8uLQIK5,1.0
3izc04,220,190,65,true,130,9j0fhjL,0.56
3iz6c5,138,153,70,false,44,"auBWjSO,RF7LcFv",5.17
3ixwfx,165,127,67,true,2017,"txSuMUa,iaY95ct,dcoVlJA",2.08
3ixniy,244,222,74,false,39,"sBFJJqn,25WCacB",0.56
3ixil6,263,228,65,true,65,16sj9gJ,1.0
3ix96c,197,189,72,false,54,X8GdNmX,1.83
3iwx5e,229,209,76,false,45,amipA4H,1.0
3itn04,191,136,63,true,187,"3JXXdLQ,d2rzXIL",0.96
3is849,202,152,65,true,316,cLFRzRR,1.0
3ir8mg,155,134,64,true,70,X5nzze1,2.13
3iq6ok,190,160,69,true,173,SiM2cI8,1.0
3ipupd,210,158,67,false,47,"mitHTrq,ItT3bPU,Mj7DR2n,Qo4tvhl",1.42
3ip64o,254,229,66,false,37,"5XJxjPJ,ntqU8bG,nYB9pXG,nsk2Jf6,rYECQLa,XY3WGKU,aRAOavd",0.56
3ip60n,161,142,69,true,395,EHr8HTh,1.0
3ioiby,150,170,73,true,269,"0IniYmc,1qPMq1b",1.31
3inxmf,267,222,69,true,199,yubVAPA,2.02
3inpll,275,170,66,true,2039,EuIl6C1,0.98
3jwmeh,135,120,64,true,1923,"V0Klx2G,xnTcbfl",1.04
3jvzpd,181,149,70,false,52,AldNwko,1.0
3jvqvv,155,135,63,true,234,qRY2GCr,1.0
3jvndg,190,127,60,true,605,R6wVhcV,1.0
3jvdc9,165,113,66,true,290,bpWBmGe,1.0
3juyaz,220,167,71,false,121,gsKsi8w,1.31
3jui57,245,210,63,true,80,"3CBQWIv,wQLPHMw",1.0
3jt4p6,170,145,63,false,40,asFQMjs,0.61
3jsm02,154,170,71,false,11,kTb3nKE,1.14
3jslr7,242,176,70,false,45,"lnxsaBe,CXoV4Lf,Nvrh5dA",0.94
3js73u,250,110,67,true,242,610udtZ,1.62
3js4j1,155,175,68,false,47,OK1NxPi,1.0
3jrokk,135,175,71,false,87,jPRdCVr,2.07
3jorkl,238,196,70,true,151,"AOIMMai,iqOgZNE",1.05
3jof0a,299,209,67,true,1212,u7uznOB,1.02
3jnflp,286,199,71,false,108,"nAR0fNp,CcAesjI",0.44
3jn46l,170,130,62,true,239,vAD4Qc7,1.0
3jmpo5,205,205,73,false,221,7atXXUK,1.0
3jm8m3,181,150,67,false,75,K6OEiCn,1.0
3jk6xh,270,193,68,true,247,gbxA5BR,1.2
3jjhpg,186,170,63,true,76,tFJ9vBu,1.0
3jj0lj,230,186,73,false,51,"rd8tpTs,Fa7qeW7",1.0
3jisjp,193,173,65,true,48,"5qjx2kP,Y8j8nid,qbyYZos",0.29
3jigd6,274,230,66,true,146,O49N9FN,1.0
3ji1w4,297,269,74,false,32,"TNGQEla,2EXsLiE,jwbU7XA",0.95
3jg97q,175,155,65,true,117,rpMDC8Y,1.0
3jf8ow,225,170,66,true,183,p6Z65kL,0.62
3je50u,244,144,64,true,5331,obHbvRP,1.0
3jdr50,202,163,68,false,35,"Mit8gVT,8gOAIx0,tiMCQVG,HjelokF",0.98
3jd1xu,289,206,68,true,195,xIq5mHz,1.22
3jcexf,225,145,67,true,1277,"pr83JkA,F6zFkt7,A7cINYI,cwyngs7,KIurxC1,R9OBI5F",0.28
3jaz84,197,145,66,false,34,aoSl86C,1.0
